player,season,tm,pos,g,gs,mp,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,ft_percent,orb,trb,ast,stl,blk,tov,pf,pts,avg_mp,avg_fg,avg_fga,avg_3p,avg_3pa,avg_2p,avg_2pa,avg_ft,avg_fta,avg_pts,avg_orb,avg_trb,avg_ast,avg_blk,avg_stl,avg_tov,avg_pf
Avery Warley-Talbert,2016,ATL,C,1,0,4,0,2,0,0,0,NA,0,2,0,0,0,0,NA,0,1,0,0,0,1,2,0,4,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,2
Avery Warley-Talbert,2016,SAS,C,2,0,11,0,1,0,0,0,NA,0,1,0,0,0,0,NA,1,2,1,0,1,0,0,0,5.5,0,0.5,0,0,0,0.5,0,0,0,0.5,1,0.5,0.5,0,0,0
Avery Warley-Talbert,2016,TOT,C,3,0,15,0,3,0,0,0,NA,0,3,0,0,0,0,NA,1,3,1,0,1,1,2,0,5,0,1,0,0,0,1,0,0,0,0.3,1,0.3,0.3,0,0.3,0.7
Ann Wauters,2016,LAS,C,21,1,97,12,22,0.545,0,0,NA,12,22,0.545,0.545,6,8,0.75,4,23,9,4,2,7,12,30,4.6,0.6,1,0,0,0.6,1,0.3,0.4,1.4,0.2,1.1,0.4,0.1,0.2,0.3,0.6
Jamie Weisner,2016,WAS,,7,0,25,4,9,0.444,2,4,0.5,2,5,0.4,0.556,2,2,1,1,3,2,0,0,3,5,12,3.6,0.6,1.3,0.3,0.6,0.3,0.7,0.3,0.3,1.7,0.1,0.4,0.3,0,0,0.4,0.7
Lindsay Whalen,2016,MIN,G,32,32,786,123,240,0.513,3,11,0.273,120,229,0.524,0.519,66,74,0.892,15,83,123,19,0,46,50,315,24.6,3.8,7.5,0.1,0.3,3.8,7.2,2.1,2.3,9.8,0.5,2.6,3.8,0,0.6,1.4,1.6
Erica Wheeler,2016,IND,G,34,25,811,114,273,0.418,17,57,0.298,97,216,0.449,0.449,40,48,0.833,18,72,95,23,1,68,88,285,23.9,3.4,8,0.5,1.7,2.9,6.4,1.2,1.4,8.4,0.5,2.1,2.8,0,0.7,2,2.6
Courtney Williams,2016,CON,G,19,0,326,67,157,0.427,8,26,0.308,59,131,0.45,0.452,11,19,0.579,27,69,28,12,3,19,29,153,17.2,3.5,8.3,0.4,1.4,3.1,6.9,0.6,1,8.1,1.4,3.6,1.5,0.2,0.6,1,1.5
Courtney Williams,2016,PHO,G,6,0,25,1,9,0.111,0,1,0,1,8,0.125,0.111,1,2,0.5,1,7,2,0,0,2,1,3,4.2,0.2,1.5,0,0.2,0.2,1.3,0.2,0.3,0.5,0.2,1.2,0.3,0,0,0.3,0.2
Courtney Williams,2016,TOT,G,25,0,351,68,166,0.41,8,27,0.296,60,139,0.432,0.434,12,21,0.571,28,76,30,12,3,21,30,156,14,2.7,6.6,0.3,1.1,2.4,5.6,0.5,0.8,6.2,1.1,3,1.2,0.1,0.5,0.8,1.2
Elizabeth Williams,2016,ATL,C-F,34,34,1179,157,355,0.442,0,1,0,157,354,0.444,0.442,92,133,0.692,106,276,42,26,79,42,105,406,34.7,4.6,10.4,0,0,4.6,10.4,2.7,3.9,11.9,3.1,8.1,1.2,2.3,0.8,1.2,3.1
Monica Wright,2016,SEA,G,16,0,98,8,26,0.308,1,10,0.1,7,16,0.438,0.327,3,5,0.6,1,8,11,7,1,14,15,20,6.1,0.5,1.6,0.1,0.6,0.4,1,0.2,0.3,1.2,0.1,0.5,0.7,0.1,0.4,0.9,0.9
Tanisha Wright,2016,NYL,G,29,28,668,79,197,0.401,4,17,0.235,75,180,0.417,0.411,33,46,0.717,23,67,104,26,5,67,69,195,23,2.7,6.8,0.1,0.6,2.6,6.2,1.1,1.6,6.7,0.8,2.3,3.6,0.2,0.9,2.3,2.4
Marta Xargay,2016,PHO,G,15,6,296,30,75,0.4,13,39,0.333,17,36,0.472,0.487,12,17,0.706,10,26,41,17,3,27,55,85,19.7,2,5,0.9,2.6,1.1,2.4,0.8,1.1,5.7,0.7,1.7,2.7,0.2,1.1,1.8,3.7
Tamera Young,2016,CHI,F,32,20,824,112,249,0.45,0,2,0,112,247,0.453,0.45,49,62,0.79,44,145,46,24,4,35,84,273,25.8,3.5,7.8,0,0.1,3.5,7.7,1.5,1.9,8.5,1.4,4.5,1.4,0.1,0.8,1.1,2.6
Amanda Zahui B.,2016,NYL,C,33,1,374,57,127,0.449,3,16,0.188,54,111,0.486,0.461,48,61,0.787,42,104,12,11,22,37,69,165,11.3,1.7,3.8,0.1,0.5,1.6,3.4,1.5,1.8,5,1.3,3.2,0.4,0.7,0.3,1.1,2.1
Shavonte Zellous,2016,NYL,G,33,1,770,91,226,0.403,5,26,0.192,86,200,0.43,0.414,103,121,0.851,18,81,73,29,6,44,64,290,23.3,2.8,6.8,0.2,0.8,2.6,6.1,3.1,3.7,8.8,0.5,2.5,2.2,0.2,0.9,1.3,1.9
Natalie Achonwa,2017,IND,F,34,17,623,98,176,0.557,0,0,NA,98,176,0.557,0.557,45,59,0.763,37,127,25,14,17,31,76,241,18.3,2.9,5.2,0,0,2.9,5.2,1.3,1.7,7.1,1.1,3.7,0.7,0.5,0.4,0.9,2.2
Danielle Adams,2017,CON,F-C,19,0,83,16,45,0.356,12,31,0.387,4,14,0.286,0.489,5,5,1,7,11,4,4,4,7,24,49,4.4,0.8,2.4,0.6,1.6,0.2,0.7,0.3,0.3,2.6,0.4,0.6,0.2,0.2,0.2,0.4,1.3
Matee Ajavon,2017,ATL,G,31,2,250,22,76,0.289,0,4,0,22,72,0.306,0.289,31,39,0.795,9,38,30,11,0,28,31,75,8.1,0.7,2.5,0,0.1,0.7,2.3,1,1.3,2.4,0.3,1.2,1,0,0.4,0.9,1
Evelyn Akhator,2017,DAL,F,15,0,61,4,16,0.25,0,0,NA,4,16,0.25,0.25,5,6,0.833,7,9,0,1,3,5,6,13,4.1,0.3,1.1,0,0,0.3,1.1,0.3,0.4,0.9,0.5,0.6,0,0.2,0.1,0.3,0.4
Kayla Alexander,2017,SAS,C,34,10,522,96,165,0.582,0,0,NA,96,165,0.582,0.582,20,22,0.909,45,107,17,15,17,32,68,212,15.4,2.8,4.9,0,0,2.8,4.9,0.6,0.6,6.2,1.3,3.1,0.5,0.5,0.4,0.9,2
Lindsay Allen,2017,NYL,G,28,0,376,23,62,0.371,0,13,0,23,49,0.469,0.371,7,10,0.7,10,42,62,16,1,19,24,53,13.4,0.8,2.2,0,0.5,0.8,1.8,0.2,0.4,1.9,0.4,1.5,2.2,0,0.6,0.7,0.9
Rebecca Allen,2017,NYL,G,33,0,304,38,101,0.376,15,44,0.341,23,57,0.404,0.45,2,6,0.333,13,67,17,12,13,18,35,93,9.2,1.2,3.1,0.5,1.3,0.7,1.7,0.1,0.2,2.8,0.4,2,0.5,0.4,0.4,0.5,1.1
Ameryst Alston,2017,NYL,,2,0,3,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,1,2,1,0,0,1,0,2,1.5,0.5,1,0,0,0.5,1,0,0,1,0.5,1,0.5,0,0,0.5,0
Seimone Augustus,2017,MIN,G-F,32,32,886,148,295,0.502,19,44,0.432,129,251,0.514,0.534,33,38,0.868,13,94,127,18,3,45,32,348,27.7,4.6,9.2,0.6,1.4,4,7.8,1,1.2,10.9,0.4,2.9,4,0.1,0.6,1.4,1
Rachel Banham,2017,CON,G,30,0,283,33,101,0.327,16,57,0.281,17,44,0.386,0.406,16,20,0.8,2,34,22,4,0,12,28,98,9.4,1.1,3.4,0.5,1.9,0.6,1.5,0.5,0.7,3.3,0.1,1.1,0.7,0,0.1,0.4,0.9
Alana Beard,2017,LAS,G-F,34,34,1048,96,193,0.497,6,19,0.316,90,174,0.517,0.513,37,46,0.804,21,113,76,71,17,45,93,235,30.8,2.8,5.7,0.2,0.6,2.6,5.1,1.1,1.4,6.9,0.6,3.3,2.2,0.5,2.1,1.3,2.7
Alex Bentley,2017,CON,G,31,9,735,100,263,0.38,22,79,0.278,78,184,0.424,0.422,38,47,0.809,4,45,89,26,4,27,68,260,23.7,3.2,8.5,0.7,2.5,2.5,5.9,1.2,1.5,8.4,0.1,1.5,2.9,0.1,0.8,0.9,2.2
Sue Bird,2017,SEA,G,30,30,901,117,274,0.427,59,150,0.393,58,124,0.468,0.535,24,31,0.774,7,60,199,36,3,62,38,317,30,3.9,9.1,2,5,1.9,4.1,0.8,1,10.6,0.2,2,6.6,0.1,1.2,2.1,1.3
Brittany Boyd,2017,NYL,G,2,2,32,9,15,0.6,0,1,0,9,14,0.643,0.6,8,11,0.727,3,8,5,3,0,2,5,26,16,4.5,7.5,0,0.5,4.5,7,4,5.5,13,1.5,4,2.5,0,1.5,1,2.5
Imani McGee-Stafford,2017,ATL,C,10,0,90,13,24,0.542,0,0,NA,13,24,0.542,0.542,3,6,0.5,12,29,2,1,7,3,10,29,9,1.3,2.4,0,0,1.3,2.4,0.3,0.6,2.9,1.2,2.9,0.2,0.7,0.1,0.3,1
Imani McGee-Stafford,2017,CHI,C,22,4,340,44,99,0.444,1,3,0.333,43,96,0.448,0.449,12,17,0.706,33,96,12,8,17,21,53,101,15.5,2,4.5,0,0.1,2,4.4,0.5,0.8,4.6,1.5,4.4,0.5,0.8,0.4,1,2.4
Imani McGee-Stafford,2017,TOT,C,32,4,430,57,123,0.463,1,3,0.333,56,120,0.467,0.467,15,23,0.652,45,125,14,9,24,24,63,130,13.4,1.8,3.8,0,0.1,1.8,3.8,0.5,0.7,4.1,1.4,3.9,0.4,0.8,0.3,0.8,2
Jessica Breland,2017,CHI,F,34,33,834,139,292,0.476,8,21,0.381,131,271,0.483,0.49,37,47,0.787,54,215,53,19,59,62,73,323,24.5,4.1,8.6,0.2,0.6,3.9,8,1.1,1.4,9.5,1.6,6.3,1.6,1.7,0.6,1.8,2.1
