player,tm,zone,stat,value,shots,percent,FGA
Shatori Walker-Kimbrough,PHO,break,missed,23,missed,46.5,43
Shekinna Stricklen,ATL,break,missed,63,missed,34.4,96
Shenise Johnson,MIN,break,missed,10,missed,37.5,16
Shey Peddy,PHO,break,missed,29,missed,9.4,32
Skylar Diggins-Smith,PHO,break,missed,66,missed,39.4,109
Sophie Cunningham,PHO,break,missed,34,missed,20.9,43
Stefanie Dolson,CHI,break,missed,20,missed,37.5,32
Stella Johnson,WAS,break,missed,5,missed,64.3,14
Stephanie Mavunga,CHI,break,missed,5,missed,0,5
Sue Bird,SEA,break,missed,26,missed,42.2,45
Sug Sutton,WAS,break,missed,11,missed,31.3,16
Sugar Rodgers,LVA,break,missed,41,missed,31.7,60
Sydney Colson,CHI,break,missed,6,missed,33.3,9
Sydney Wiese,LAS,break,missed,27,missed,46,50
Sylvia Fowles,MIN,break,missed,0,missed,0,0
Te'a Cooper,LAS,break,missed,16,missed,38.5,26
Teaira Mccowan,IND,break,missed,3,missed,0,3
Theresa Plaisance,CON,break,missed,12,missed,29.4,17
Tianna Hawkins,WAS,break,missed,39,missed,30.4,56
Tierra Ruffin-Pratt,LAS,break,missed,7,missed,41.7,12
Tiffany Mitchell,IND,break,missed,52,missed,21.2,66
Tyasha Harris,DAL,break,missed,34,missed,34.6,52
Victoria Vivians,IND,break,missed,8,missed,11.1,9
